province_state,country_region,date,confirmed,deaths,recovered,active
Zeeland,Netherlands,2021-03-26,19934,219,0,19715
Zuid-Holland,Netherlands,2021-03-26,290863,3975,0,286888
Aruba,Netherlands,2020-11-28,4833,45,4664,124
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-11-28,161,3,155,3
Curacao,Netherlands,2020-11-28,2258,4,1123,1131
Drenthe,Netherlands,2020-11-28,7682,112,0,7570
Flevoland,Netherlands,2020-11-28,10883,137,0,10746
Friesland,Netherlands,2020-11-28,8468,130,0,8338
Gelderland,Netherlands,2020-11-28,50988,1051,0,49937
Groningen,Netherlands,2020-11-28,8320,48,0,8272
Limburg,Netherlands,2020-11-28,24465,880,0,23585
Noord-Brabant,Netherlands,2020-11-28,81363,2026,0,79337
Noord-Holland,Netherlands,2020-11-28,92843,1285,0,91558
Overijssel,Netherlands,2020-11-28,30692,533,0,30159
Sint Maarten,Netherlands,2020-11-28,1062,25,947,90
Unknown,Netherlands,2020-11-28,2969,28,0,2941
Utrecht,Netherlands,2020-11-28,43318,674,0,42644
Zeeland,Netherlands,2020-11-28,6141,101,0,6040
Zuid-Holland,Netherlands,2020-11-28,145193,2321,0,142872
Aruba,Netherlands,2021-06-21,11112,107,10975,30
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-06-21,1633,17,1602,14
Curacao,Netherlands,2021-06-21,12319,125,12161,33
Drenthe,Netherlands,2021-06-21,34236,353,0,33883
Flevoland,Netherlands,2021-06-21,36935,244,0,36691
Friesland,Netherlands,2021-06-21,43737,477,0,43260
Gelderland,Netherlands,2021-06-21,188217,2025,0,186192
Groningen,Netherlands,2021-06-21,39228,263,0,38965
Limburg,Netherlands,2021-06-21,115448,1653,0,113795
Noord-Brabant,Netherlands,2021-06-21,272197,3137,0,269060
Noord-Holland,Netherlands,2021-06-21,277231,2623,0,274608
Overijssel,Netherlands,2021-06-21,109992,1139,0,108853
Sint Maarten,Netherlands,2021-06-21,2575,32,2487,56
Unknown,Netherlands,2021-06-21,3825,15,0,3810
Utrecht,Netherlands,2021-06-21,128213,1280,0,126933
Zeeland,Netherlands,2021-06-21,29733,248,0,29485
Zuid-Holland,Netherlands,2021-06-21,400550,4270,0,396280
Aruba,Netherlands,2020-05-28,101,3,98,0
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-05-28,6,0,6,0
Curacao,Netherlands,2020-05-28,18,1,14,3
Sint Maarten,Netherlands,2020-05-28,77,15,60,2
,Netherlands,2020-05-28,45950,5903,0,40047
Aruba,Netherlands,2020-07-03,104,3,98,3
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-07-03,7,0,7,0
Curacao,Netherlands,2020-07-03,23,1,19,3
Sint Maarten,Netherlands,2020-07-03,77,15,62,0
,Netherlands,2020-07-03,50335,6113,0,44222
Aruba,Netherlands,2022-07-30,42080,224,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-07-30,10834,37,,
Curacao,Netherlands,2022-07-30,45063,282,,
Drenthe,Netherlands,2022-07-30,209526,458,,
Flevoland,Netherlands,2022-07-30,190101,336,,
Friesland,Netherlands,2022-07-30,284792,619,,
Gelderland,Netherlands,2022-07-30,1016764,2840,,
Groningen,Netherlands,2022-07-30,256296,359,,
Limburg,Netherlands,2022-07-30,544047,2178,,
Noord-Brabant,Netherlands,2022-07-30,1266947,3722,,
Noord-Holland,Netherlands,2022-07-30,1371937,3416,,
Overijssel,Netherlands,2022-07-30,581854,1427,,
Sint Maarten,Netherlands,2022-07-30,10741,87,,
Unknown,Netherlands,2022-07-30,0,0,,
Utrecht,Netherlands,2022-07-30,685888,1546,,
Zeeland,Netherlands,2022-07-30,174052,392,,
Zuid-Holland,Netherlands,2022-07-30,1748998,5199,,
Aruba,Netherlands,2021-06-08,11064,107,10911,46
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-06-08,1616,17,1580,19
Curacao,Netherlands,2021-06-08,12281,123,12137,21
Drenthe,Netherlands,2021-06-08,33985,353,0,33632
Flevoland,Netherlands,2021-06-08,36680,244,0,36436
Friesland,Netherlands,2021-06-08,43488,476,0,43012
Gelderland,Netherlands,2021-06-08,186497,2024,0,184473
Groningen,Netherlands,2021-06-08,38989,263,0,38726
Limburg,Netherlands,2021-06-08,114577,1647,0,112930
Noord-Brabant,Netherlands,2021-06-08,270158,3132,0,267026
Noord-Holland,Netherlands,2021-06-08,275118,2613,0,272505
Overijssel,Netherlands,2021-06-08,109141,1135,0,108006
Sint Maarten,Netherlands,2021-06-08,2495,30,2390,75
Unknown,Netherlands,2021-06-08,3828,14,0,3814
Utrecht,Netherlands,2021-06-08,127051,1280,0,125771
Zeeland,Netherlands,2021-06-08,29438,247,0,29191
Zuid-Holland,Netherlands,2021-06-08,396896,4267,0,392629
Aruba,Netherlands,2020-12-11,5031,46,4879,106
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-12-11,172,3,160,9
Curacao,Netherlands,2020-12-11,3501,10,1638,1853
Drenthe,Netherlands,2020-12-11,8829,117,0,8712
Flevoland,Netherlands,2020-12-11,13222,149,0,13073
Friesland,Netherlands,2020-12-11,10128,143,0,9985
Gelderland,Netherlands,2020-12-11,61215,1119,0,60096
Groningen,Netherlands,2020-12-11,10125,58,0,10067
Limburg,Netherlands,2020-12-11,30411,914,0,29497
Noord-Brabant,Netherlands,2020-12-11,94581,2136,0,92445
Noord-Holland,Netherlands,2020-12-11,105492,1385,0,104107
Overijssel,Netherlands,2020-12-11,36561,572,0,35989
Sint Maarten,Netherlands,2020-12-11,1225,26,1070,129
Unknown,Netherlands,2020-12-11,3181,32,0,3149
Utrecht,Netherlands,2020-12-11,50466,745,0,49721
Zeeland,Netherlands,2020-12-11,7284,105,0,7179
Zuid-Holland,Netherlands,2020-12-11,163028,2491,0,160537
Aruba,Netherlands,2022-05-14,35693,213,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-05-14,9943,35,,
Curacao,Netherlands,2022-05-14,43017,275,,
Drenthe,Netherlands,2022-05-14,202298,451,,
Flevoland,Netherlands,2022-05-14,183558,331,,
Friesland,Netherlands,2022-05-14,277519,617,,
Gelderland,Netherlands,2022-05-14,984216,2799,,
Groningen,Netherlands,2022-05-14,248113,356,,
Limburg,Netherlands,2022-05-14,528381,2165,,
Noord-Brabant,Netherlands,2022-05-14,1234291,3696,,
Noord-Holland,Netherlands,2022-05-14,1321366,3372,,
Overijssel,Netherlands,2022-05-14,565339,1416,,
Sint Maarten,Netherlands,2022-05-14,10123,86,,
Unknown,Netherlands,2022-05-14,84139,21,,
Utrecht,Netherlands,2022-05-14,663131,1536,,
Zeeland,Netherlands,2022-05-14,168103,390,,
Zuid-Holland,Netherlands,2022-05-14,1690733,5163,,
Aruba,Netherlands,2021-08-24,14153,128,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-08-24,1779,17,,
Curacao,Netherlands,2021-08-24,15045,140,,
Drenthe,Netherlands,2021-08-24,37813,353,,
Flevoland,Netherlands,2021-08-24,42155,249,,
Friesland,Netherlands,2021-08-24,49969,486,,
Gelderland,Netherlands,2021-08-24,212683,2062,,
Groningen,Netherlands,2021-08-24,48887,267,,
Limburg,Netherlands,2021-08-24,127533,1670,,
Noord-Brabant,Netherlands,2021-08-24,305760,3152,,
Noord-Holland,Netherlands,2021-08-24,331033,2682,,
Overijssel,Netherlands,2021-08-24,124537,1150,,
Sint Maarten,Netherlands,2021-08-24,3472,43,,
Unknown,Netherlands,2021-08-24,5623,15,,
Utrecht,Netherlands,2021-08-24,148232,1293,,
Zeeland,Netherlands,2021-08-24,33114,252,,
Zuid-Holland,Netherlands,2021-08-24,456257,4336,,
Aruba,Netherlands,2022-01-22,32220,187,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-01-22,6280,27,,
Curacao,Netherlands,2022-01-22,35878,215,,
Drenthe,Netherlands,2022-01-22,76889,428,,
Flevoland,Netherlands,2022-01-22,88605,314,,
Friesland,Netherlands,2022-01-22,115816,586,,
Gelderland,Netherlands,2022-01-22,422967,2616,,
Groningen,Netherlands,2022-01-22,95639,343,,
Limburg,Netherlands,2022-01-22,259766,2082,,
Noord-Brabant,Netherlands,2022-01-22,577303,3572,,
Noord-Holland,Netherlands,2022-01-22,663905,3154,,
Overijssel,Netherlands,2022-01-22,242486,1349,,
Sint Maarten,Netherlands,2022-01-22,9029,77,,
Unknown,Netherlands,2022-01-22,22012,16,,
Utrecht,Netherlands,2022-01-22,307756,1482,,
Zeeland,Netherlands,2022-01-22,78822,360,,
Zuid-Holland,Netherlands,2022-01-22,872378,4908,,
Aruba,Netherlands,2020-11-05,4564,39,4352,173
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-11-05,153,3,145,5
Curacao,Netherlands,2020-11-05,1030,2,768,260
Drenthe,Netherlands,2020-11-05,5665,84,0,5581
Flevoland,Netherlands,2020-11-05,7246,113,0,7133
Friesland,Netherlands,2020-11-05,6322,93,0,6229
Gelderland,Netherlands,2020-11-05,37674,849,0,36825
Groningen,Netherlands,2020-11-05,6420,38,0,6382
Limburg,Netherlands,2020-11-05,17538,814,0,16724
Noord-Brabant,Netherlands,2020-11-05,60592,1779,0,58813
Noord-Holland,Netherlands,2020-11-05,72947,1069,0,71878
Overijssel,Netherlands,2020-11-05,22076,427,0,21649
Sint Maarten,Netherlands,2020-11-05,877,23,780,74
Unknown,Netherlands,2020-11-05,2513,26,0,2487
Utrecht,Netherlands,2020-11-05,33660,546,0,33114
Zeeland,Netherlands,2020-11-05,4119,82,0,4037
Zuid-Holland,Netherlands,2020-11-05,113716,1849,0,111867
Aruba,Netherlands,2021-02-16,7461,69,7131,261
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-02-16,196,3,180,13
Curacao,Netherlands,2021-02-16,4655,22,4571,62
Drenthe,Netherlands,2021-02-16,20277,272,0,20005
Flevoland,Netherlands,2021-02-16,24908,201,0,24707
Friesland,Netherlands,2021-02-16,24115,337,0,23778
Gelderland,Netherlands,2021-02-16,117178,1754,0,115424
Groningen,Netherlands,2021-02-16,24034,183,0,23851
Limburg,Netherlands,2021-02-16,68102,1381,0,66721
Noord-Brabant,Netherlands,2021-02-16,162374,2802,0,159572
Noord-Holland,Netherlands,2021-02-16,175342,2151,0,173191
Overijssel,Netherlands,2021-02-16,73058,1005,0,72053
Sint Maarten,Netherlands,2021-02-16,2013,27,1927,59
Unknown,Netherlands,2021-02-16,1551,10,0,1541
Utrecht,Netherlands,2021-02-16,82711,1082,0,81629
Zeeland,Netherlands,2021-02-16,15452,170,0,15282
Zuid-Holland,Netherlands,2021-02-16,245693,3581,0,242112
Aruba,Netherlands,2020-09-01,2104,10,857,1237
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-09-01,16,0,7,9
Curacao,Netherlands,2020-09-01,71,1,35,35
Drenthe,Netherlands,2020-09-01,610,41,0,569
Flevoland,Netherlands,2020-09-01,1331,95,0,1236
Friesland,Netherlands,2020-09-01,825,69,0,756
Gelderland,Netherlands,2020-09-01,7480,688,0,6792
Groningen,Netherlands,2020-09-01,600,19,0,581
Limburg,Netherlands,2020-09-01,5443,756,0,4687
Noord-Brabant,Netherlands,2020-09-01,12266,1548,0,10718
Noord-Holland,Netherlands,2020-09-01,12554,828,0,11726
Overijssel,Netherlands,2020-09-01,3505,314,0,3191
Sint Maarten,Netherlands,2020-09-01,482,19,241,222
Unknown,Netherlands,2020-09-01,616,18,0,598
Utrecht,Netherlands,2020-09-01,5524,436,0,5088
Zeeland,Netherlands,2020-09-01,1054,72,0,982
Zuid-Holland,Netherlands,2020-09-01,19321,1346,0,17975
Aruba,Netherlands,2022-06-20,39980,219,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-06-20,10249,36,,
Curacao,Netherlands,2022-06-20,44314,278,,
Drenthe,Netherlands,2022-06-20,203737,452,,
Flevoland,Netherlands,2022-06-20,185263,333,,
Friesland,Netherlands,2022-06-20,279155,618,,
Gelderland,Netherlands,2022-06-20,990913,2809,,
Groningen,Netherlands,2022-06-20,250371,356,,
Limburg,Netherlands,2022-06-20,530938,2166,,
Noord-Brabant,Netherlands,2022-06-20,1240633,3706,,
Noord-Holland,Netherlands,2022-06-20,1336660,3380,,
Overijssel,Netherlands,2022-06-20,568802,1417,,
Sint Maarten,Netherlands,2022-06-20,10537,86,,
Unknown,Netherlands,2022-06-20,0,0,,
Utrecht,Netherlands,2022-06-20,669402,1539,,
Zeeland,Netherlands,2022-06-20,169354,392,,
Zuid-Holland,Netherlands,2022-06-20,1707165,5177,,
Aruba,Netherlands,2020-09-17,3382,23,1742,1617
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-09-17,32,1,17,14
Curacao,Netherlands,2020-09-17,210,1,74,135
Drenthe,Netherlands,2020-09-17,688,41,0,647
Flevoland,Netherlands,2020-09-17,1683,96,0,1587
Friesland,Netherlands,2020-09-17,962,69,0,893
Gelderland,Netherlands,2020-09-17,8828,692,0,8136
Groningen,Netherlands,2020-09-17,920,19,0,901
Limburg,Netherlands,2020-09-17,5900,759,0,5141
Noord-Brabant,Netherlands,2020-09-17,13869,1552,0,12317
Noord-Holland,Netherlands,2020-09-17,17012,838,0,16174
Overijssel,Netherlands,2020-09-17,3938,314,0,3624
Sint Maarten,Netherlands,2020-09-17,565,19,477,69
Unknown,Netherlands,2020-09-17,754,18,0,736
Utrecht,Netherlands,2020-09-17,6953,437,0,6516
Zeeland,Netherlands,2020-09-17,1177,72,0,1105
Zuid-Holland,Netherlands,2020-09-17,25389,1359,0,24030
Aruba,Netherlands,2022-02-02,33146,193,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-02-02,7103,28,,
Curacao,Netherlands,2022-02-02,37426,237,,
Drenthe,Netherlands,2022-02-02,90423,433,,
Flevoland,Netherlands,2022-02-02,107965,316,,
Friesland,Netherlands,2022-02-02,133754,589,,
Gelderland,Netherlands,2022-02-02,497341,2626,,
Groningen,Netherlands,2022-02-02,118102,344,,
Limburg,Netherlands,2022-02-02,303176,2087,,
Noord-Brabant,Netherlands,2022-02-02,680145,3578,,
Noord-Holland,Netherlands,2022-02-02,803703,3179,,
Overijssel,Netherlands,2022-02-02,298631,1355,,
Sint Maarten,Netherlands,2022-02-02,9353,79,,
Unknown,Netherlands,2022-02-02,39280,16,,
Utrecht,Netherlands,2022-02-02,379589,1487,,
Zeeland,Netherlands,2022-02-02,95728,363,,
Zuid-Holland,Netherlands,2022-02-02,1057411,4930,,
Aruba,Netherlands,2022-03-10,33732,212,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2022-03-10,7633,31,,
Curacao,Netherlands,2022-03-10,39185,264,,
Drenthe,Netherlands,2022-03-10,162578,438,,
Flevoland,Netherlands,2022-03-10,159816,324,,
Friesland,Netherlands,2022-03-10,236736,599,,
Gelderland,Netherlands,2022-03-10,833676,2699,,
Groningen,Netherlands,2022-03-10,202956,343,,
Limburg,Netherlands,2022-03-10,463241,2112,,
Noord-Brabant,Netherlands,2022-03-10,1099584,3610,,
Noord-Holland,Netherlands,2022-03-10,1151165,3268,,
Overijssel,Netherlands,2022-03-10,476296,1383,,
Sint Maarten,Netherlands,2022-03-10,9599,85,,
Unknown,Netherlands,2022-03-10,84139,21,,
Utrecht,Netherlands,2022-03-10,574748,1512,,
Zeeland,Netherlands,2022-03-10,144460,371,,
Zuid-Holland,Netherlands,2022-03-10,1481354,5016,,
Aruba,Netherlands,2021-11-29,16335,174,,
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-11-29,2905,22,,
Curacao,Netherlands,2021-11-29,17401,178,,
Drenthe,Netherlands,2021-11-29,51914,390,,
Flevoland,Netherlands,2021-11-29,59711,277,,
Friesland,Netherlands,2021-11-29,77628,515,,
Gelderland,Netherlands,2021-11-29,300824,2320,,
Groningen,Netherlands,2021-11-29,63177,295,,
Limburg,Netherlands,2021-11-29,190406,1870,,
Noord-Brabant,Netherlands,2021-11-29,401730,3333,,
Noord-Holland,Netherlands,2021-11-29,432939,2863,,
Overijssel,Netherlands,2021-11-29,171707,1246,,
Sint Maarten,Netherlands,2021-11-29,4584,75,,
Unknown,Netherlands,2021-11-29,10795,15,,
Utrecht,Netherlands,2021-11-29,204551,1356,,
Zeeland,Netherlands,2021-11-29,51044,273,,
Zuid-Holland,Netherlands,2021-11-29,604596,4596,,
Aruba,Netherlands,2020-10-10,4188,32,3753,403
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-10-10,148,2,78,68
Curacao,Netherlands,2020-10-10,571,1,308,262
Drenthe,Netherlands,2020-10-10,1966,60,0,1906
Flevoland,Netherlands,2020-10-10,3011,101,0,2910
Friesland,Netherlands,2020-10-10,2571,72,0,2499
Gelderland,Netherlands,2020-10-10,16130,714,0,15416
Groningen,Netherlands,2020-10-10,2981,22,0,2959
Limburg,Netherlands,2020-10-10,8138,769,0,7369
Noord-Brabant,Netherlands,2020-10-10,24078,1582,0,22496
Noord-Holland,Netherlands,2020-10-10,34055,892,0,33163
Overijssel,Netherlands,2020-10-10,7504,351,0,7153
Sint Maarten,Netherlands,2020-10-10,707,22,622,63
Unknown,Netherlands,2020-10-10,1388,18,0,1370
Utrecht,Netherlands,2020-10-10,13992,457,0,13535
Zeeland,Netherlands,2020-10-10,1770,72,0,1698
Zuid-Holland,Netherlands,2020-10-10,50696,1457,0,49239
Aruba,Netherlands,2020-08-12,798,3,114,681
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-08-12,13,0,7,6
Curacao,Netherlands,2020-08-12,32,1,30,1
Drenthe,Netherlands,2020-08-12,575,41,0,534
Flevoland,Netherlands,2020-08-12,1112,93,0,1019
Friesland,Netherlands,2020-08-12,701,69,0,632
Gelderland,Netherlands,2020-08-12,6851,685,0,6166
Groningen,Netherlands,2020-08-12,456,17,0,439
Limburg,Netherlands,2020-08-12,5030,754,0,4276
Noord-Brabant,Netherlands,2020-08-12,10873,1542,0,9331
Noord-Holland,Netherlands,2020-08-12,9717,816,0,8901
Overijssel,Netherlands,2020-08-12,3269,311,0,2958
Sint Maarten,Netherlands,2020-08-12,248,17,102,129
Unknown,Netherlands,2020-08-12,556,18,0,538
Utrecht,Netherlands,2020-08-12,4772,432,0,4340
Zeeland,Netherlands,2020-08-12,950,69,0,881
Zuid-Holland,Netherlands,2020-08-12,15765,1314,0,14451
Aruba,Netherlands,2021-07-30,11651,110,11141,400
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-07-30,1707,17,1661,29
Curacao,Netherlands,2021-07-30,13567,126,12795,646
Drenthe,Netherlands,2021-07-30,36729,353,0,36376
Flevoland,Netherlands,2021-07-30,39897,244,0,39653
Friesland,Netherlands,2021-07-30,47923,482,0,47441
Gelderland,Netherlands,2021-07-30,206518,2034,0,204484
Groningen,Netherlands,2021-07-30,47230,264,0,46966
Limburg,Netherlands,2021-07-30,123750,1658,0,122092
Noord-Brabant,Netherlands,2021-07-30,298191,3144,0,295047
Noord-Holland,Netherlands,2021-07-30,318879,2646,0,316233
Overijssel,Netherlands,2021-07-30,120359,1145,0,119214
Sint Maarten,Netherlands,2021-07-30,2770,34,2655,81
Unknown,Netherlands,2021-07-30,5034,15,0,5019
Utrecht,Netherlands,2021-07-30,144180,1284,0,142896
Zeeland,Netherlands,2021-07-30,31919,250,0,31669
Zuid-Holland,Netherlands,2021-07-30,441977,4302,0,437675
Aruba,Netherlands,2021-02-17,7513,69,7152,292
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-02-17,196,3,180,13
Curacao,Netherlands,2021-02-17,4658,22,4576,60
Drenthe,Netherlands,2021-02-17,20339,273,0,20066
Flevoland,Netherlands,2021-02-17,24962,204,0,24758
Friesland,Netherlands,2021-02-17,24226,353,0,23873
Gelderland,Netherlands,2021-02-17,117451,1760,0,115691
Groningen,Netherlands,2021-02-17,24156,185,0,23971
Limburg,Netherlands,2021-02-17,68335,1383,0,66952
Noord-Brabant,Netherlands,2021-02-17,162887,2814,0,160073
Noord-Holland,Netherlands,2021-02-17,176160,2171,0,173989
Overijssel,Netherlands,2021-02-17,73195,1009,0,72186
Sint Maarten,Netherlands,2021-02-17,2021,27,1940,54
Unknown,Netherlands,2021-02-17,1568,10,0,1558
Utrecht,Netherlands,2021-02-17,82936,1087,0,81849
Zeeland,Netherlands,2021-02-17,15521,170,0,15351
Zuid-Holland,Netherlands,2021-02-17,246420,3598,0,242822
Aruba,Netherlands,2020-12-17,5124,47,4919,158
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-12-17,177,3,166,8
Curacao,Netherlands,2020-12-17,3823,11,2105,1707
Drenthe,Netherlands,2020-12-17,10031,119,0,9912
Flevoland,Netherlands,2020-12-17,15196,152,0,15044
Friesland,Netherlands,2020-12-17,11329,148,0,11181
Gelderland,Netherlands,2020-12-17,68194,1157,0,67037
Groningen,Netherlands,2020-12-17,11519,63,0,11456
Limburg,Netherlands,2020-12-17,35488,940,0,34548
Noord-Brabant,Netherlands,2020-12-17,103858,2215,0,101643
Noord-Holland,Netherlands,2020-12-17,114128,1458,0,112670
Overijssel,Netherlands,2020-12-17,41010,588,0,40422
Sint Maarten,Netherlands,2020-12-17,1294,26,1134,134
Unknown,Netherlands,2020-12-17,3368,32,0,3336
Utrecht,Netherlands,2020-12-17,55461,773,0,54688
Zeeland,Netherlands,2020-12-17,8083,109,0,7974
Zuid-Holland,Netherlands,2020-12-17,174860,2567,0,172293
Aruba,Netherlands,2020-12-14,5056,46,4903,107
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-12-14,175,3,165,7
Curacao,Netherlands,2020-12-14,3661,11,1777,1873
Drenthe,Netherlands,2020-12-14,9404,118,0,9286
Flevoland,Netherlands,2020-12-14,14160,150,0,14010
Friesland,Netherlands,2020-12-14,10735,145,0,10590
Gelderland,Netherlands,2020-12-14,64550,1133,0,63417
Groningen,Netherlands,2020-12-14,10740,58,0,10682
Limburg,Netherlands,2020-12-14,32805,930,0,31875
Noord-Brabant,Netherlands,2020-12-14,98978,2161,0,96817
Noord-Holland,Netherlands,2020-12-14,109505,1398,0,108107
Overijssel,Netherlands,2020-12-14,38452,575,0,37877
Sint Maarten,Netherlands,2020-12-14,1249,26,1099,124
Unknown,Netherlands,2020-12-14,3259,32,0,3227
Utrecht,Netherlands,2020-12-14,52873,754,0,52119
Zeeland,Netherlands,2020-12-14,7677,105,0,7572
Zuid-Holland,Netherlands,2020-12-14,168806,2523,0,166283
Aruba,Netherlands,2021-03-25,9073,82,8373,618
"Bonaire, Sint Eustatius and Saba",Netherlands,2021-03-25,196,3,180,13
Curacao,Netherlands,2021-03-25,6648,27,4979,1642
Drenthe,Netherlands,2021-03-25,25575,321,0,25254
Flevoland,Netherlands,2021-03-25,28314,225,0,28089
Friesland,Netherlands,2021-03-25,31357,441,0,30916
Gelderland,Netherlands,2021-03-25,136185,1881,0,134304
Groningen,Netherlands,2021-03-25,29813,226,0,29587
Limburg,Netherlands,2021-03-25,79690,1504,0,78186
Noord-Brabant,Netherlands,2021-03-25,193560,2985,0,190575
Noord-Holland,Netherlands,2021-03-25,213237,2366,0,210871
Overijssel,Netherlands,2021-03-25,83118,1066,0,82052
Sint Maarten,Netherlands,2021-03-25,2118,27,2064,27
Unknown,Netherlands,2021-03-25,2465,11,0,2454
Utrecht,Netherlands,2021-03-25,96547,1182,0,95365
Zeeland,Netherlands,2021-03-25,19747,217,0,19530
Zuid-Holland,Netherlands,2021-03-25,289039,3972,0,285067
Aruba,Netherlands,2020-08-18,1205,4,277,924
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-08-18,13,0,7,6
Curacao,Netherlands,2020-08-18,36,1,31,4
Drenthe,Netherlands,2020-08-18,586,41,0,545
Flevoland,Netherlands,2020-08-18,1176,93,0,1083
Friesland,Netherlands,2020-08-18,755,69,0,686
Gelderland,Netherlands,2020-08-18,6991,685,0,6306
Groningen,Netherlands,2020-08-18,520,17,0,503
Limburg,Netherlands,2020-08-18,5139,754,0,4385
Noord-Brabant,Netherlands,2020-08-18,11264,1546,0,9718
Noord-Holland,Netherlands,2020-08-18,10674,822,0,9852
Overijssel,Netherlands,2020-08-18,3343,311,0,3032
Sint Maarten,Netherlands,2020-08-18,333,17,107,209
Unknown,Netherlands,2020-08-18,588,18,0,570
Utrecht,Netherlands,2020-08-18,4977,432,0,4545
Zeeland,Netherlands,2020-08-18,971,69,0,902
Zuid-Holland,Netherlands,2020-08-18,16989,1318,0,15671
